Date,ClientID,Lat,Lon,Kg,ProductType
2024-08-10,C_613,4.924119,-74.110408,10,Chilled
2024-08-10,C_614,4.78075,-74.193819,21,Chilled
2024-08-10,C_615,4.803071,-74.165463,12,Chilled
2024-08-10,C_616,4.822368,-74.144696,36,Chilled
2024-08-10,C_617,4.786608,-74.178686,79,Chilled
2024-08-10,C_618,4.767594,-74.184283,137,Chilled
2024-08-10,C_619,4.750021,-74.196147,11,Chilled
2024-08-10,C_620,4.748897,-74.195404,55,Chilled
2024-08-10,C_621,4.817796,-74.124862,2,Chilled
2024-08-10,C_622,4.751697,-74.187843,13,Chilled
2024-08-10,C_623,4.74887,-74.188239,3,Chilled
2024-08-10,C_624,4.742065,-74.186018,67,Chilled
2024-08-10,C_625,4.790212,-74.136718,40,Chilled
2024-08-10,C_626,4.738273,-74.181818,8,Chilled
2024-08-10,C_627,4.732764,-74.178956,1000,Chilled
2024-08-10,C_628,4.741078,-74.166836,43,Chilled
2024-08-10,C_629,4.729617,-74.176395,2,Chilled
2024-08-10,C_630,4.754842,-74.149057,45,Chilled
2024-08-10,C_631,4.726521,-74.176695,57,Chilled
2024-08-10,C_632,4.723881,-74.176311,6,Chilled
2024-08-10,C_633,4.723881,-74.17631,42,Chilled
2024-08-10,C_634,4.742767,-74.157489,18,Chilled
2024-08-10,C_613,4.924119,-74.110408,175,Dry
2024-08-10,C_801,4.90355,-74.1069,116,Dry
2024-08-10,C_802,4.895486,-74.1063,140,Dry
2024-08-10,C_803,4.78075,-74.193819,20,Dry
2024-08-10,C_804,4.802935,-74.167557,11,Dry
2024-08-10,C_805,4.803071,-74.165463,25,Dry
2024-08-10,C_616,4.822368,-74.144696,11,Dry
2024-08-10,C_617,4.786608,-74.178686,41,Dry
2024-08-10,C_618,4.767594,-74.184283,356,Dry
2024-08-10,C_806,4.80274,-74.147846,157,Dry
2024-08-10,C_620,4.748897,-74.195404,22,Dry
2024-08-10,C_807,4.817796,-74.124862,82,Dry
2024-08-10,C_622,4.751697,-74.187843,30,Dry
2024-08-10,C_808,4.746422,-74.192917,30,Dry
2024-08-10,C_623,4.74887,-74.188239,79,Dry
2024-08-10,C_809,4.758606,-74.177514,164,Dry
2024-08-10,C_810,4.748673,-74.171525,32,Dry
2024-08-10,C_811,4.748768,-74.170541,8,Dry
2024-08-10,C_812,4.748768,-74.170539,10,Dry
2024-08-10,C_813,4.771187,-74.143103,6,Dry
2024-08-10,C_628,4.741078,-74.166836,54,Dry
2024-08-10,C_629,4.729617,-74.176395,66,Dry
2024-08-10,C_814,4.751216,-74.153943,8,Dry
2024-08-10,C_630,4.754842,-74.149057,80,Dry
2024-08-10,C_631,4.726521,-74.176695,196,Dry
2024-08-10,C_632,4.723881,-74.176311,1,Dry
2024-08-10,C_633,4.723881,-74.17631,5,Dry
2024-08-10,C_634,4.742767,-74.157489,255,Dry
2024-08-10,C_815,4.725068,-74.174788,128,Dry
2024-08-10,C_635,4.726237,-74.172943,20,Dry
2024-08-10,C_816,4.769521,-74.129678,804,Dry
2024-08-10,C_636,4.72337,-74.17422,1,Dry
2024-08-10,C_637,4.722769,-74.174376,3,Dry
2024-08-10,C_638,4.787437,-74.109711,966,Dry
2024-08-10,C_817,4.759723,-74.134598,17,Dry
2024-08-10,C_818,4.758685,-74.132651,61,Dry
2024-08-10,C_617,4.786608,-74.178686,10,Frozen
2024-08-10,C_619,4.750021,-74.196147,14,Frozen
2024-08-10,C_628,4.741078,-74.166836,6,Frozen
2024-08-10,C_638,4.787437,-74.109711,90,Frozen
2024-08-10,C_646,4.744857,-74.137959,5,Frozen
2024-08-10,C_652,4.709121,-74.165987,41,Frozen
2024-08-10,C_882,4.740071,-74.12709,4,Frozen
2024-08-10,C_669,4.702016,-74.161753,15,Frozen
